record_id,date,year,month,program_name,program_category,region,state,beneficiaries_served,target_beneficiaries,funding_received,program_expenses,volunteer_hours,number_of_volunteers,satisfaction_score,outcome_success_rate,program_status
611,2023-06-01,2023,6,Community Outreach,Community,West,AZ,249,230,13750.47,11379.01,199.5,24,4.03,82.88,Active
1263,2025-02-01,2025,2,Youth Development,Education,West,WA,462,457,24472.4,17661.33,,52,3.6,76.61,Active
1420,2025-06-01,2025,6,Healthcare Access,Health,South,FL,554,643,28564.49,26343.38,520.3,47,4.14,77.34,Paused
381,2022-12-01,2022,12,Youth Development,Education,northeast,MA,334,321,17979.39,14427.05,144.4,33,5.0,79.31,Paused
112,2022-04-01,2022,4,Healthcare Access,Health,South,GA,409,480,21638.3,17975.53,534.2,43,5.0,80.19,Paused
1395,2025-06-01,2025,6,JOB TRAINING,Economic Empowerment,Midwest,IL,137,123,12182.44,10857.96,90.8,10,4.7,86.45,Active
942,2024-04-01,2024,4,Housing Support,Basic Needs,northeast,MA,142,176,12467.2,10493.22,100.8,12,4.11,59.39,Active
1385,2025-05-01,2025,5,Housing  Support,Basic Needs,South,TX,214,204,14048.9,11232.05,102.8,15,3.82,80.5,Completed
527,2023-04-01,2023,4,healthcare access,Health,Northeast,PA,258,261,17865.6,12973.91,126.1,26,4.47,79.47,Completed
1576,2025-11-01,2025,11,Healthcare Access,Health,Midwest,MI,427,425,25983.14,19365.59,447.8,43,4.58,81.36,Paused
1379,2025-05-01,2025,5,Housing  Support,Basic Needs,West,CA,324,351,17970.51,11470.89,293.3,29,4.08,72.59,Active
782,2023-11-01,2023,11,Community Outreach,Community,Midwest,OH,134,129,7701.53,5731.61,194.8,19,4.21,52.36,Paused
311,2022-10-01,2022,10,Job Training,Economic Empowerment,Northeast,MA,198,267,10253.72,7211.79,163.1,14,4.23,71.64,Completed
711,2023-09-01,2023,9,Food Assistance,Basic Needs,West,AZ,337,303,20300.64,15931.58,138.4,24,5.0,74.02,Paused
1530,2025-09-01,2025,9,Education Support,Education,Northeast,NY,344,353,19522.96,14150.75,341.7,45,4.97,76.86,Completed
531,2023-04-01,2023,4,Housing Support,Basic Needs,Midwest,MI,177,170,10590.16,9000.25,84.6,15,4.43,85.57,Paused
669,2023-08-01,2023,8,Education Support,Education,Northeast,MA,410,414,19208.85,10754.57,162.9,17,4.8,83.0,Completed
1446,2025-07-01,2025,7,Housing  Support,Basic Needs,West,WA,214,187,16393.03,15417.54,218.3,23,4.44,66.02,Active
893,2024-03-01,2024,3,Job Training,Economic Empowerment,Northeast,PA,210,204,14189.2,12987.48,31.5,3,4.42,58.55,Completed
1247,2025-01-01,2025,1,food assistance,Basic Needs,Midwest,MI,525,479,33184.73,28211.64,583.5,53,5.0,73.67,Completed
463,2023-02-01,2023,2,Housing Support,Basic Needs,South,FL,223,265,14212.23,10769.0,315.2,24,3.94,61.3,Active
1552,2025-10-01,2025,10,JOB TRAINING,Economic Empowerment,Northeast,MA,151,195,12122.56,8582.59,143.1,13,5.0,70.77,Active
544,2023-04-01,2023,4,Youth Development,Education,Northeast,NY,307,320,,10429.5,162.0,20,3.63,82.38,Active
1121,2024-09-01,2024,9,Education Support,Education,Northeast,NY,409,445,23401.79,17718.73,225.5,40,4.36,82.37,Active
1502,2025-09-01,2025,9,Community Outreach,Community,west,CA,167,160,11254.3,9664.68,139.4,12,4.39,65.83,Active
535,2023-04-01,2023,4,Housing Support,Basic Needs,Northeast,NY,157,117,11968.45,9214.17,77.9,11,4.32,70.91,Completed
1160,2024-11-01,2024,11,Education Support,Education,Midwest,MI,374,356,18701.2,11095.98,293.8,28,4.31,77.54,Active
1580,2025-11-01,2025,11,Youth Development,Education,northeast,PA,299,315,18582.62,17071.78,360.7,31,4.79,79.13,Active
602,2023-06-01,2023,6,Youth Development,Education,West,CA,381,443,21990.98,12943.76,277.1,37,4.69,80.02,Active
1272,2025-02-01,2025,2,Healthcare Access,Health,West,WA,309,406,19751.64,17203.6,311.7,30,4.15,73.4,Active
753,2023-11-01,2023,11,Healthcare Access,Health,Midwest,OH,438,450,25710.06,22532.11,409.4,39,5.0,72.8,Completed
693,2023-09-01,2023,9,youth development,Education,SOUTH,FL,223,193,12754.35,11163.19,355.5,26,5.0,80.42,Active
811,2023-12-01,2023,12,Youth Development,Education,South,GA,271,249,19679.14,14695.24,425.1,27,4.45,70.74,Active
1235,2025-01-01,2025,1,Healthcare Access,Health,Midwest,OH,430,472,22086.48,17181.25,323.2,53,3.95,88.7,Active
1403,2025-06-01,2025,6,Education Support,Education,South,GA,539,618,30770.95,22822.52,308.9,35,4.49,66.71,Paused
328,2022-10-01,2022,10,youth development,Education,West,CA,236,264,12841.59,11885.95,263.9,23,4.59,93.28,Paused
255,2022-08-01,2022,8,Job Training,Economic Empowerment,Midwest,OH,212,256,12495.62,13194.95,156.3,19,4.4,57.85,Paused
911,2024-03-01,2024,3,Job Training,Economic Empowerment,Northeast,NY,258,347,13834.88,10737.05,192.0,28,4.89,80.38,Active
323,2022-10-01,2022,10,Healthcare Access,Health,Northeast,MA,388,424,20774.25,19857.32,366.6,35,4.43,84.79,Active
1193,2024-12-01,2024,12,Youth Development,Education,South,TX,329,282,16092.02,12066.47,242.0,30,4.9,77.45,Active
715,2023-10-01,2023,10,Housing Support,Basic Needs,Northeast,MA,243,270,15371.04,11334.98,,23,4.6,52.76,Active
842,2024-01-01,2024,1,Youth Development,Education,South,GA,354,461,16020.67,11080.1,241.8,31,4.82,86.08,Completed
1170,2024-11-01,2024,11,Education Support,Education,,NY,339,246,18675.81,15468.3,375.2,33,4.34,82.47,Active
705,2023-09-01,2023,9,Job Training,Economic Empowerment,Northeast,NY,209,195,12580.97,10702.67,181.5,26,4.26,73.85,Active
615,2023-07-01,2023,7,Community Outreach,Community,West,AZ,202,174,12730.52,10198.92,179.8,21,4.99,80.34,Active
1315,2025-03-01,2025,3,Job Training,Economic Empowerment,Northeast,PA,224,241,16892.13,14807.87,164.9,13,3.71,88.94,Active
472,2023-02-01,2023,2,Housing Support,Basic Needs,West,CA,250,300,17738.18,12953.18,129.2,17,3.56,71.77,Active
536,2023-04-01,2023,4,Food Assistance,Basic Needs,West,AZ,578,707,40715.35,35719.99,390.3,39,4.29,79.49,Active
87,2022-03-01,2022,3,Food Assistance,Basic Needs,Midwest,IL,571,569,31267.41,28013.5,386.4,35,4.76,75.52,Active
1465,2025-08-01,2025,8,Community Outreach,Community,west,CA,237,270,14744.0,9036.11,168.6,22,4.0,83.95,Active
1560,2025-10-01,2025,10,Job Training,Economic Empowerment,South,TX,246,271,15086.15,13843.4,161.2,19,4.65,57.77,Paused
366,2022-11-01,2022,11,Youth Development,Education,Northeast,PA,266,272,13398.69,10364.97,233.0,23,4.5,83.72,Active
1235,2025-01-01,2025,1,Healthcare Access,Health,Midwest,OH,430,472,22086.48,17181.25,323.2,53,3.95,88.7,Active
945,2024-04-01,2024,4,youth development,Education,West,CA,233,275,14812.2,11944.99,246.0,26,4.16,80.29,Active
266,2022-08-01,2022,8,Education  Support,Education,Northeast,MA,527,552,27118.23,20439.3,478.2,44,3.99,88.91,Active
288,2022-09-01,2022,9,Community Outreach,Community,West,CA,190,218,10452.03,6581.56,140.1,20,4.21,72.0,Active
1631,2025-12-01,2025,12,Youth Development,Education,Midwest,OH,289,379,16847.0,11497.91,,16,5.0,85.46,Active
359,2022-11-01,2022,11,Food Assistance,Basic Needs,West,WA,429,396,25700.77,17767.76,515.5,41,4.21,81.67,Active
55,2022-02-01,2022,2,Education Support,Education,West,WA,413,527,21401.93,16852.08,290.4,48,3.75,79.56,Active
1133,2024-10-01,2024,10,Healthcare Access,Health,Midwest,OH,303,251,18441.66,16508.36,239.8,25,4.63,68.7,Active
1234,2025-01-01,2025,1,Healthcare Access,Health,Northeast,MA,397,436,23923.64,18939.17,314.0,36,4.48,65.18,Paused
1317,2025-03-01,2025,3,Food assistance,Basic Needs,Northeast,NY,720,922,41367.49,30088.71,611.6,53,3.76,68.29,Active
1217,2024-12-01,2024,12,Community Outreach,Community,Mid West,IL,187,161,11484.97,10286.61,134.1,21,,68.85,Completed
786,2023-12-01,2023,12,Community Outreach,Community,South,TX,189,225,11902.2,10496.46,103.5,13,3.91,75.59,Active
507,2023-03-01,2023,3,Community Outreach,Community,Midwest,OH,205,193,12589.42,10047.93,189.8,19,3.92,71.65,Active
882,2024-02-01,2024,2,Housing Support,Basic Needs,West,AZ,171,204,13121.55,10758.35,185.6,18,4.42,54.19,Active
222,2022-07-01,2022,7,Job Training,Economic Empowerment,South,TX,209,221,12235.46,11617.63,149.8,15,4.07,61.44,Active
114,2022-04-01,2022,4,Community Outreach,Community,Midwest,MI,190,161,12138.98,10374.28,268.3,18,4.24,71.75,Active
1604,2025-12-01,2025,12,FOOD ASSISTANCE,Basic Needs,West,CA,517,556,28179.12,17843.25,324.0,48,4.91,72.63,Active
723,2023-10-01,2023,10,Job Training,Economic Empowerment,West,WA,206,217,13440.93,11422.07,93.5,12,,88.79,Active
1031,2024-07-01,2024,7,Food Assistance,Basic Needs,Northeast,MA,499,511,28834.24,26350.44,208.3,34,4.5,74.8,Active
175,2022-06-01,2022,6,Youth Development,Education,South,FL,409,407,22071.04,17623.02,162.6,23,5.0,76.74,Completed
549,2023-05-01,2023,5,Job Training,Economic Empowerment,,PA,194,184,12726.03,8103.08,186.4,17,4.64,78.56,Paused
1467,2025-08-01,2025,8,Education Support,Education,south,FL,403,361,21334.38,21858.72,369.8,41,4.17,79.09,Active
1259,2025-02-01,2025,2,Job Training,Economic Empowerment,WEST,CA,204,206,,10544.8,155.1,18,4.21,63.07,Active
1284,2025-02-01,2025,2,community outreach,Community,West,AZ,270,266,16552.07,12704.18,236.8,22,4.21,66.88,Active
19,2022-01-01,2022,1,Community Outreach,Community,West,AZ,202,175,11870.47,7691.52,194.6,19,4.49,72.77,Active
424,2023-01-01,2023,1,Community Outreach,Community,south,TX,213,198,14685.15,11569.17,216.6,22,3.67,63.58,Completed
1134,2024-10-01,2024,10,healthcare access,Health,NORTHEAST,NY,329,301,20638.37,17281.43,429.9,38,4.87,70.83,Active
286,2022-09-01,2022,9,Youth Development,Education,West,WA,168,206,10050.79,6853.47,127.9,12,4.9,79.99,Completed
1305,2025-03-01,2025,3,FOOD ASSISTANCE,Basic Needs,Midwest,OH,626,681,36324.97,28985.2,276.1,32,5.0,72.73,Paused
429,2023-01-01,2023,1,Healthcare Access,Health,West,WA,261,284,13886.65,12754.24,294.1,24,4.66,85.77,Active
1609,2025-12-01,2025,12,Healthcare Access,Health,West,CA,372,409,21554.55,17145.88,233.6,35,,75.91,Paused
758,2023-11-01,2023,11,Education Support,Education,Midwest,OH,430,622,21523.04,18075.26,407.0,36,4.36,99.0,Active
1306,2025-03-01,2025,3,Education Support,Education,Northeast,PA,442,458,26617.11,19209.24,409.7,41,4.87,71.59,Completed
32,2022-01-01,2022,1,Healthcare Access,Health,WEST,CA,435,374,24906.08,21712.77,664.5,55,3.77,71.13,Paused
1611,2025-12-01,2025,12,COMMUNITY OUTREACH,Community,West,CA,164,147,14131.54,11263.42,125.2,14,4.55,70.09,Active
211,2022-07-01,2022,7,Healthcare Access,Health,South,GA,305,279,18342.68,14902.25,224.4,18,4.24,76.61,Active
440,2023-01-01,2023,1,Housing  Support,Basic Needs,South,TX,239,267,20026.73,16572.98,169.0,16,4.93,50.27,Active
1336,2025-04-01,2025,4,Healthcare Access,Health,Northeast,NY,348,356,20618.76,17689.11,132.7,18,3.71,72.92,Paused
846,2024-01-01,2024,1,Healthcare Access,Health,Midwest,MI,409,448,25158.96,23818.63,168.5,16,5.0,77.26,Active
215,2022-07-01,2022,7,HEALTHCARE ACCESS,Health,South,TX,191,185,10412.52,8027.5,169.6,17,4.77,71.52,Active
608,2023-06-01,2023,6,Healthcare Access,Health,South,GA,417,446,22486.92,17221.55,230.5,31,4.14,64.2,Active
1092,2024-09-01,2024,9,Youth Development,Education,South,GA,322,316,18170.55,13935.35,139.2,29,3.84,76.9,Active
1171,2024-11-01,2024,11,Education Support,Education,Northeast,PA,596,623,28658.23,22752.68,362.1,63,4.37,90.68,Paused
803,2023-12-01,2023,12,Education Support,Education,,PA,360,405,17187.52,13012.54,156.4,21,5.0,81.1,Completed
327,2022-10-01,2022,10,Education Support,Education,Northeast,NY,450,516,21960.33,14630.66,341.4,36,4.79,85.35,Active
847,2024-01-01,2024,1,Food Assistance,Basic Needs,Northeast,MA,638,667,39812.76,31187.43,157.9,24,4.0,84.58,Active
989,2024-06-01,2024,6,FOOD ASSISTANCE,Basic Needs,Northeast,MA,603,641,35086.41,26390.69,687.5,60,4.64,82.52,Paused
1578,2025-11-01,2025,11,Food Assistance,Basic Needs,West,AZ,715,794,38640.72,31075.99,490.3,52,4.17,77.64,Active
342,2022-11-01,2022,11,Housing Support,Basic Needs,South,FL,158,195,11110.98,10538.78,109.5,15,5.0,63.75,Completed
148,2022-05-01,2022,5,Housing Support,Basic Needs,Northeast,NY,147,133,9855.42,6599.59,168.7,13,4.77,55.44,Active
361,2022-11-01,2022,11,Healthcare Access,Health,South,FL,127,122,10210.72,8431.7,24.8,3,4.21,86.11,Active
84,2022-03-01,2022,3,YOUTH DEVELOPMENT,Education,West,CA,287,290,15533.48,14452.34,97.8,8,5.0,65.41,Completed
49,2022-02-01,2022,2,Youth Development,Education,Northeast,NY,282,311,15197.62,14705.48,233.7,29,4.14,85.94,Paused
469,2023-02-01,2023,2,Food Assistance,Basic Needs,Midwest,OH,412,298,24275.66,19368.28,273.3,47,4.23,80.63,Active
156,2022-05-01,2022,5,Community Outreach,Community,West,WA,160,154,10566.12,7169.37,70.8,11,9.9,63.84,Completed
1028,2024-07-01,2024,7,Community Outreach,Community,SOUTH,GA,177,180,15083.92,9755.26,107.3,9,4.63,73.6,Active
1418,2025-06-01,2025,6,Job Training,Economic Empowerment,West,CA,238,370,16269.63,13529.37,156.0,19,4.19,72.24,Active
1607,2025-12-01,2025,12,Healthcare Access,Health,South,TX,231,284,15999.46,15289.25,125.2,15,3.92,60.51,Active
1344,2025-04-01,2025,4,Job Training,Economic Empowerment,Midwest,MI,351,359,22105.38,15161.24,136.5,15,4.55,80.8,Active
501,2023-03-01,2023,3,Education Support,Education,Midwest,OH,368,387,20769.36,17181.72,219.6,20,3.3,74.96,Active
180,2022-06-01,2022,6,job training,Economic Empowerment,South,TX,217,222,14551.55,11761.41,229.8,17,4.63,77.88,Active
756,2023-11-01,2023,11,Food Assistance,Basic Needs,West,CA,602,831,30295.45,22551.65,439.9,52,4.49,90.26,Active
924,2024-04-01,2024,4,youth development,Education,Northeast,NY,369,370,19504.33,15826.48,393.8,34,5.0,82.62,Active
614,2023-07-01,2023,7,food assistance,Basic Needs,Northeast,MA,556,542,28854.75,19178.33,364.6,49,4.26,88.6,Active
529,2023-04-01,2023,4,Healthcare Access,Health,South,TX,282,375,15901.55,13070.6,238.0,25,3.74,85.84,Paused
347,2022-11-01,2022,11,Job Training,Economic Empowerment,Midwest,IL,170,173,10857.3,7658.11,78.8,14,4.19,69.72,Active
1138,2024-10-01,2024,10,Education Support,Education,Midwest,MI,257,274,16946.9,12371.45,241.1,20,4.85,91.03,Paused
1612,2025-12-01,2025,12,Food Assistance,Basic Needs,South,TX,511,612,31927.29,23527.95,212.0,28,4.34,85.95,Completed
568,2023-05-01,2023,5,Healthcare Access,Health,Midwest,OH,341,347,21208.13,18167.4,301.6,21,3.63,70.22,Active
788,2023-12-01,2023,12,JOB TRAINING,Economic Empowerment,Northeast,NY,157,157,11332.14,8175.24,70.8,12,4.84,81.02,Active
707,2023-09-01,2023,9,Community Outreach,Community,South,TX,229,234,13233.31,10431.8,221.8,18,3.99,63.55,Active
760,2023-11-01,2023,11,Education Support,Education,Midwest,IL,411,537,21945.32,15425.76,167.0,23,3.92,90.69,Active
244,2022-08-01,2022,8,Healthcare Access,Health,West,WA,291,322,18280.64,14205.4,290.5,31,3.65,85.1,Active
1210,2024-12-01,2024,12,Youth Development,Education,South,TX,225,257,15317.26,14221.53,188.6,14,4.68,81.94,Paused
313,2022-10-01,2022,10,Job Training,Economic Empowerment,Northeast,NY,169,197,10930.91,8897.82,190.7,16,4.26,67.1,Active
436,2023-01-01,2023,1,Healthcare Access,Health,Midwest,MI,221,220,19301.74,14931.47,115.0,14,5.0,80.32,Completed
1559,2025-10-01,2025,10,JOB TRAINING,Economic Empowerment,Northeast,PA,231,233,14934.18,12278.63,308.3,27,5.0,63.63,Active
1477,2025-08-01,2025,8,Housing Support,Basic Needs,Northeast,NY,304,282,18244.45,11947.87,322.1,24,4.64,73.63,Active
309,2022-10-01,2022,10,Community Outreach,Community,Northeast,NY,196,183,11408.0,8941.52,170.6,19,4.86,88.91,Active
431,2023-01-01,2023,1,Education Support,Education,South,FL,397,425,24088.67,22615.95,259.3,39,4.47,73.56,Active
371,2022-11-01,2022,11,Community Outreach,Community,South,FL,126,122,8737.29,5891.94,123.9,14,4.54,65.44,Active
1445,2025-07-01,2025,7,Food Assistance,Basic Needs,Northeast,MA,708,789,35969.51,29885.39,290.3,65,4.55,69.07,Paused
182,2022-06-01,2022,6,Healthcare Access,Health,Northeast,MA,368,403,22012.04,20916.31,528.1,33,4.7,60.91,Active
661,2023-08-01,2023,8,Food assistance,Basic Needs,Northeast,MA,411,495,21990.43,18471.03,505.9,48,3.94,88.91,Active
637,2023-07-01,2023,7,Community Outreach,Community,Mid West,IL,160,124,11249.38,7980.56,123.8,9,4.33,67.23,Active
1487,2025-08-01,2025,8,Food Assistance,Basic Needs,Northeast,PA,438,436,27612.94,27146.72,246.5,28,4.32,76.02,Active
1510,2025-09-01,2025,9,Job Training,Economic Empowerment,Midwest,MI,194,173,14805.78,12221.99,169.6,16,5.0,77.81,Completed
297,2022-09-01,2022,9,Healthcare Access,Health,South,TX,248,255,12944.21,9386.77,225.8,21,4.95,86.59,Completed
1629,2025-12-01,2025,12,Healthcare Access,Health,South,TX,429,502,22857.4,17745.46,320.2,31,4.68,70.42,Active
462,2023-02-01,2023,2,Healthcare Access,Health,South,TX,425,480,25972.89,22439.2,,46,4.84,72.48,Active
1512,2025-09-01,2025,9,Housing Support,Basic Needs,Northeast,NY,211,240,18417.73,11951.92,157.0,18,4.65,69.83,Active
837,2024-01-01,2024,1,Education Support,Education,Midwest,OH,281,315,17245.95,12239.61,234.7,22,4.75,71.36,Active
378,2022-12-01,2022,12,youth development,Education,West,AZ,142,139,11769.59,9829.65,125.1,15,4.36,91.23,Active
985,2024-05-01,2024,5,Food Assistance,Basic Needs,South,TX,719,1060,46523.46,34640.41,526.2,51,4.23,81.19,Active
127,2022-04-01,2022,4,Youth Development,Education,Midwest,MI,357,445,20928.5,16737.78,350.0,45,5.0,83.58,Active
874,2024-02-01,2024,2,Job Training,Economic Empowerment,West,CA,184,154,12296.49,12162.57,140.3,15,4.67,79.7,Active
586,2023-06-01,2023,6,Food Assistance,Basic Needs,West,AZ,421,535,26082.88,18520.16,290.2,26,4.13,70.4,Paused
356,2022-11-01,2022,11,Food Assistance,Basic Needs,Northeast,PA,358,455,25213.91,16722.42,209.5,31,4.23,71.3,Active
1630,2025-12-01,2025,12,Housing Support,Basic Needs,South,TX,299,407,17241.21,14921.18,293.3,37,4.67,78.71,Active
210,2022-07-01,2022,7,HEALTHCARE ACCESS,Health,Northeast,MA,236,305,15894.17,11885.15,345.9,26,4.9,71.55,Active
141,2022-05-01,2022,5,Health Care Access,Health,South,FL,431,494,22661.0,15085.42,338.3,51,4.59,68.97,Active
1179,2024-11-01,2024,11,Housing Support,Basic Needs,West,CA,261,236,,12365.16,160.2,11,4.74,61.36,Paused
1594,2025-11-01,2025,11,Education Support,Education,Northeast,PA,457,615,25730.76,18021.08,328.8,39,3.88,97.53,Active
778,2023-11-01,2023,11,Food Assistance,Basic Needs,SOUTH,FL,385,389,25912.09,23761.65,395.6,42,4.45,93.04,Paused
1601,2025-12-01,2025,12,Housing Support,Basic Needs,Northeast,MA,286,291,21545.34,17011.35,92.0,18,4.26,65.43,Completed
1183,2024-11-01,2024,11,Community Outreach,Community,west,CA,213,257,13575.49,10315.45,178.6,19,4.34,72.07,Paused
1286,2025-02-01,2025,2,healthcare access,Health,West,CA,426,514,25761.79,20695.18,380.5,37,4.41,75.07,Active
1330,2025-04-01,2025,4,Food Assistance,Basic Needs,Northeast,PA,452,496,31926.41,21342.11,195.7,30,4.28,77.78,Paused
1599,2025-12-01,2025,12,Youth Development,Education,South,GA,381,411,18754.47,10813.16,286.5,24,4.75,95.99,Active
599,2023-06-01,2023,6,Food Assistance,Basic Needs,Midwest,MI,680,789,40713.48,29107.45,245.0,27,4.37,74.8,Active
11,2022-01-01,2022,1,Healthcare Access,Health,Midwest,OH,316,402,18152.68,13218.29,173.2,21,4.86,77.63,Active
865,2024-02-01,2024,2,Food Assistance,Basic Needs,West,WA,550,666,27838.32,18133.88,524.7,33,5.0,77.75,Active
283,2022-09-01,2022,9,Community Outreach,Community,Midwest,MI,166,109,11271.7,9016.17,157.7,15,4.94,61.43,Active
292,2022-09-01,2022,9,Education Support,Education,Northeast,PA,411,413,20962.42,16200.6,180.8,21,4.92,84.6,Active
1400,2025-06-01,2025,6,Youth Development,Education,West,CA,322,321,19073.5,16497.9,195.2,14,4.77,81.66,Active
635,2023-07-01,2023,7,Housing Support,Basic Needs,Northeast,MA,189,204,15370.66,12144.04,193.5,16,4.5,79.82,Active
130,2022-04-01,2022,4,Food Assistance,Basic Needs,Midwest,IL,548,536,29350.09,27512.73,,32,4.59,86.38,Paused
324,2022-10-01,2022,10,Youth Development,Education,South,TX,299,255,17717.45,13459.98,186.8,20,5.0,78.34,Active
814,2023-12-01,2023,12,housing support,Basic Needs,West,CA,254,315,17375.97,14407.14,195.9,15,5.0,75.06,Active
590,2023-06-01,2023,6,Healthcare Access,Health,Northeast,MA,363,386,20873.4,16202.16,598.1,48,4.78,75.89,Active
1226,2025-01-01,2025,1,Community Outreach,Community,SOUTH,FL,271,378,16425.16,11143.51,168.0,27,4.45,77.81,Paused
1141,2024-10-01,2024,10,Food Assistance,Basic Needs,North East,NY,232,267,16165.61,12631.99,212.5,22,4.75,71.48,Paused
964,2024-05-01,2024,5,Food Assistance,Basic Needs,Northeast,NY,443,570,26484.99,20531.7,219.2,30,4.64,67.33,Active
835,2024-01-01,2024,1,Youth Development,Education,South,GA,389,463,21042.23,18047.79,239.5,33,4.25,77.6,Active
1615,2025-12-01,2025,12,Housing Support,Basic Needs,Midwest,OH,446,450,21987.14,17926.2,336.3,38,3.98,59.32,Active
159,2022-05-01,2022,5,Job Training,Economic Empowerment,Midwest,OH,181,187,13633.32,9401.66,151.1,12,4.9,76.87,Completed
1156,2024-10-01,2024,10,Youth Development,Education,West,WA,354,371,19580.47,13105.73,205.0,27,4.72,74.07,Completed
517,2023-04-01,2023,4,Education Support,Education,South,FL,449,455,21077.36,16445.17,595.9,47,4.47,76.89,Completed
1394,2025-05-01,2025,5,Food Assistance,Basic Needs,Midwest,OH,764,723,39809.82,32414.95,,43,4.46,74.73,Active
196,2022-06-01,2022,6,Education Support,Education,Northeast,NY,334,229,20620.39,17906.84,290.3,33,4.55,84.13,Active
1356,2025-04-01,2025,4,Job Training,Economic Empowerment,West,CA,181,168,13066.64,10964.96,125.7,14,4.98,82.36,Active
1407,2025-06-01,2025,6,Community Outreach,Community,South,GA,247,307,16374.75,12602.69,179.2,16,4.24,74.96,Active
411,2023-01-01,2023,1,Food Assistance,Basic Needs,Northeast,NY,420,305,24144.35,20948.74,278.4,21,4.34,76.31,Paused
97,2022-03-01,2022,3,Community Outreach,Community,West,WA,200,231,10539.29,7627.85,226.7,19,4.66,57.44,Active
1294,2025-03-01,2025,3,Food Assistance,Basic Needs,MIDWEST,OH,609,721,38192.9,35131.67,546.7,61,4.56,65.8,Active
902,2024-03-01,2024,3,Housing Support,Basic Needs,West,WA,229,322,13287.01,9861.93,110.3,13,4.36,72.51,Active
157,2022-05-01,2022,5,Food Assistance,Basic Needs,West,CA,389,428,27573.48,23805.64,167.0,16,5.0,68.32,Active
420,2023-01-01,2023,1,Job Training,Economic Empowerment,West,CA,249,239,15389.99,11749.29,87.7,21,4.61,64.16,Active
1055,2024-08-01,2024,8,Food Assistance,Basic Needs,West,CA,446,449,23639.71,18794.69,389.5,39,4.48,82.08,Active
478,2023-03-01,2023,3,Community Outreach,Community,Northeast,MA,183,181,11946.29,7903.63,142.4,14,4.36,71.46,Active
731,2023-10-01,2023,10,job training,Economic Empowerment,South,TX,181,150,13231.24,7510.12,146.5,18,5.0,64.05,Active
1047,2024-07-01,2024,7,Healthcare Access,Health,Midwest,IL,439,436,25643.14,17653.36,132.5,39,4.37,73.35,Active
1304,2025-03-01,2025,3,Food Assistance,Basic Needs,West,WA,523,546,28467.59,20775.67,357.0,56,4.3,86.22,Active
448,2023-02-01,2023,2,Housing Support,Basic Needs,Northeast,MA,188,174,13470.2,9070.51,,24,5.0,58.22,Completed
1211,2024-12-01,2024,12,Housing Support,Basic Needs,Northeast,PA,183,219,14539.39,10213.04,143.8,12,3.5,55.81,Active
179,2022-06-01,2022,6,HEALTHCARE ACCESS,Health,south,TX,186,253,14614.82,9787.24,132.1,15,4.59,81.53,Active
391,2022-12-01,2022,12,Youth Development,Education,Midwest,OH,250,281,14789.93,11006.63,227.0,20,3.69,92.55,Active
579,2023-06-01,2023,6,Housing Support,Basic Needs,West,CA,270,256,15514.95,10964.46,306.3,29,3.66,63.69,Active
1436,2025-07-01,2025,7,healthcare access,Health,SOUTH,FL,369,367,21261.72,15563.22,245.5,26,3.38,66.19,Active
766,2023-11-01,2023,11,Job Training,Economic Empowerment,South,GA,206,193,12661.23,10142.11,181.3,24,4.94,83.98,Paused
1357,2025-04-01,2025,4,Education Support,Education,West,WA,435,400,26474.54,22484.24,290.1,34,4.15,73.84,Paused
629,2023-07-01,2023,7,Housing Support,Basic Needs,West,WA,251,225,19528.19,14372.24,267.0,28,3.8,78.03,Completed
725,2023-10-01,2023,10,Youth Development,Education,Northeast,PA,312,314,16836.46,12953.65,407.3,46,4.78,76.81,Active
967,2024-05-01,2024,5,Community Outreach,Community,Northeast,MA,223,286,14036.75,11290.43,161.6,17,4.43,56.63,Active
939,2024-04-01,2024,4,Education Support,Education,Midwest,OH,298,322,22957.39,16126.17,165.1,20,5.0,99.0,Completed
143,2022-05-01,2022,5,HEALTHCARE ACCESS,Health,South,GA,326,372,22946.58,19507.28,323.5,25,4.38,76.0,Active
1248,2025-01-01,2025,1,Job Training,Economic Empowerment,West,WA,305,274,21349.21,12895.01,189.5,23,4.64,73.95,Active
949,2024-04-01,2024,4,Community Outreach,Community,Northeast,PA,214,191,15236.39,13130.69,198.5,20,4.0,74.86,Active
1198,2024-12-01,2024,12,Job Training,Economic Empowerment,Midwest,OH,181,161,10379.59,7744.56,125.5,21,3.72,74.15,Active
868,2024-02-01,2024,2,Housing Support,Basic Needs,Midwest,MI,306,302,21446.9,13938.1,274.0,23,4.94,75.68,Completed
616,2023-07-01,2023,7,Education Support,Education,Midwest,OH,509,579,27598.44,25429.72,387.6,47,4.32,81.91,Active
295,2022-09-01,2022,9,Education Support,Education,West,CA,311,383,20922.28,16865.98,236.6,24,3.72,83.27,Completed
1449,2025-07-01,2025,7,Healthcare Access,Health,Midwest,IL,439,421,23323.8,15993.66,240.7,34,4.7,65.71,Active
1562,2025-10-01,2025,10,Job Training,Economic Empowerment,West,CA,254,293,14243.8,11286.02,88.7,15,4.46,67.66,Active
89,2022-03-01,2022,3,Food Assistance,Basic Needs,WEST,WA,371,318,19953.04,19064.72,206.1,15,4.59,77.23,Paused
42,2022-02-01,2022,2,Healthcare Access,Health,Midwest,IL,390,409,21756.12,15017.69,257.6,33,4.89,73.82,Paused
