record_id,date,year,month,program_name,program_category,program_status,region,state,beneficiaries_served,target_beneficiaries,target_achievement_rate,funding_received,program_expenses,funding_remaining,funding_utilization_rate,cost_per_beneficiary,volunteer_hours,number_of_volunteers,beneficiaries_per_volunteer_hour,satisfaction_score,outcome_success_rate
651,2023-08-01,2023,8,Job Training,Economic Empowerment,Active,Northeast,MA,176,189,93.12,11689.47,10018.75,1670.72,85.71,56.92,266.1,23,0.661,4.93,67.95
655,2023-08-01,2023,8,Education Support,Education,Active,Northeast,MA,285,312,91.35,16538.38,16320.45,217.93,98.68,57.26,187.6,15,1.519,4.6,86.7
915,2024-03-01,2024,3,Job Training,Economic Empowerment,Active,Northeast,NY,205,181,113.26,16725.64,15620.4,1105.24,93.39,76.2,163.9,13,1.251,4.57,57.53
787,2023-12-01,2023,12,Job Training,Economic Empowerment,Active,Midwest,MI,264,268,98.51,17156.8,15898.83,1257.97,92.67,60.22,264.8,25,0.997,3.87,77.43
670,2023-08-01,2023,8,Job Training,Economic Empowerment,Active,Midwest,MI,233,226,103.1,12804.42,11133.33,1671.09,86.95,47.78,79.6,11,2.927,3.59,69.8
219,2022-07-01,2022,7,Job Training,Economic Empowerment,Active,Northeast,MA,164,196,83.67,9971.92,8277.79,1694.13,83.01,50.47,168.0,14,0.976,3.19,77.42
576,2023-05-01,2023,5,Healthcare Access,Health,Active,Northeast,NY,364,471,77.28,19618.53,17875.8,1742.73,91.12,49.11,195.0,22,1.867,4.29,78.91
287,2022-09-01,2022,9,Job Training,Economic Empowerment,Paused,West,WA,190,249,76.31,10120.36,8884.52,1235.84,87.79,46.76,119.7,16,1.587,4.03,76.18
940,2024-04-01,2024,4,Education Support,Education,Completed,Midwest,MI,455,397,114.61,27111.61,22417.34,4694.27,82.69,49.27,488.5,55,0.931,3.45,85.36
1323,2025-03-01,2025,3,Education Support,Education,Active,Midwest,OH,457,506,90.32,27287.28,20551.08,6736.2,75.31,44.97,462.1,28,0.989,4.3,62.26
1059,2024-08-01,2024,8,Housing Support,Basic Needs,Completed,Northeast,PA,243,277,87.73,16849.16,15503.76,1345.4,92.02,63.8,113.2,14,2.147,4.32,80.3
1318,2025-03-01,2025,3,Food Assistance,Basic Needs,Active,Northeast,NY,613,476,128.78,41163.05,39798.61,1364.44,96.69,64.92,328.7,33,1.865,4.52,55.51
465,2023-02-01,2023,2,Community Outreach,Community,Paused,South,FL,154,185,83.24,13315.21,10175.28,3139.93,76.42,66.07,351.2,23,0.438,4.3,69.15
1433,2025-07-01,2025,7,Community Outreach,Community,Active,Northeast,MA,293,275,106.55,17113.05,12694.85,4418.2,74.18,43.33,296.6,28,0.988,4.12,57.92
1351,2025-04-01,2025,4,Job Training,Economic Empowerment,Active,Midwest,OH,259,283,91.52,15241.93,11955.62,3286.31,78.44,46.16,211.9,27,1.222,4.15,71.9
1309,2025-03-01,2025,3,Youth Development,Education,Active,South,FL,351,325,108.0,21031.25,18840.79,2190.46,89.58,53.68,451.2,38,0.778,4.78,82.74
745,2023-10-01,2023,10,Youth Development,Education,Active,West,AZ,278,314,88.54,13919.55,12051.74,1867.81,86.58,43.35,242.1,22,1.148,4.35,98.43
1166,2024-11-01,2024,11,Education Support,Education,Active,West,WA,355,378,93.92,20968.16,12969.33,7998.83,61.85,36.53,197.7,19,1.796,4.16,88.6
1453,2025-07-01,2025,7,Housing Support,Basic Needs,Completed,West,AZ,250,271,92.25,14902.76,12977.1,1925.66,87.08,51.91,243.5,19,1.027,4.28,60.23
1240,2025-01-01,2025,1,Community Outreach,Community,Active,Midwest,OH,209,240,87.08,12244.65,9905.81,2338.84,80.9,47.4,187.5,23,1.115,4.3,70.76
1176,2024-11-01,2024,11,Education Support,Education,Active,Northeast,PA,436,354,123.16,25748.2,19549.79,6198.41,75.93,44.84,588.6,42,0.741,3.98,76.59
975,2024-05-01,2024,5,Housing Support,Basic Needs,Paused,Midwest,MI,196,208,94.23,13704.99,12325.7,1379.29,89.94,62.89,95.7,11,2.048,4.42,53.33
737,2023-10-01,2023,10,Job Training,Economic Empowerment,Paused,South,FL,113,115,98.26,7359.65,6267.1,1092.55,85.15,55.46,34.2,6,3.304,4.61,80.05
539,2023-04-01,2023,4,Community Outreach,Community,Completed,South,GA,122,117,104.27,9691.57,8268.81,1422.76,85.32,67.78,83.4,10,1.463,4.4,56.03
1434,2025-07-01,2025,7,Community Outreach,Community,Active,South,FL,310,310,100.0,20251.48,16025.67,4225.81,79.13,51.7,235.4,24,1.317,4.96,69.0
555,2023-05-01,2023,5,Housing Support,Basic Needs,Active,West,AZ,225,218,103.21,15933.66,13537.02,2396.64,84.96,60.16,211.6,24,1.063,4.2,72.0
917,2024-03-01,2024,3,Healthcare Access,Health,Active,Midwest,MI,272,406,67.0,17280.8,14731.0,2549.8,85.24,54.16,467.6,36,0.582,4.56,77.41
1613,2025-12-01,2025,12,Food Assistance,Basic Needs,Paused,Midwest,OH,526,454,115.86,27838.32,26623.8,1214.52,95.64,50.62,342.2,37,1.537,5.0,82.07
1221,2024-12-01,2024,12,Healthcare Access,Health,Active,West,WA,232,250,92.8,15545.2,12630.88,2914.32,81.25,54.44,174.9,20,1.326,4.87,75.51
1207,2024-12-01,2024,12,Community Outreach,Community,Paused,West,AZ,211,257,82.1,13238.27,11222.08,2016.19,84.77,53.19,239.3,18,0.882,4.57,80.44
706,2023-09-01,2023,9,Education Support,Education,Paused,West,WA,381,238,160.08,22968.51,21037.29,1931.22,91.59,55.22,195.4,38,1.95,4.25,92.55
1084,2024-08-01,2024,8,Job Training,Economic Empowerment,Active,West,AZ,222,200,111.0,12569.57,8941.07,3628.5,71.13,40.28,229.9,20,0.966,4.91,84.56
278,2022-09-01,2022,9,Community Outreach,Community,Active,West,WA,138,188,73.4,8955.92,6764.38,2191.54,75.53,49.02,78.8,10,1.751,4.71,68.55
1273,2025-02-01,2025,2,Food Assistance,Basic Needs,Active,Northeast,MA,619,790,78.35,33477.91,29856.73,3621.18,89.18,48.23,332.0,33,1.864,4.82,82.95
1122,2024-09-01,2024,9,Food Assistance,Basic Needs,Completed,Midwest,MI,589,584,100.86,28836.16,26758.46,2077.7,92.79,45.43,525.7,41,1.12,4.86,70.69
1169,2024-11-01,2024,11,Food Assistance,Basic Needs,Active,Midwest,IL,475,522,91.0,27925.68,23875.8,4049.88,85.5,50.26,398.8,46,1.191,4.64,81.84
845,2024-01-01,2024,1,Education Support,Education,Paused,Midwest,IL,446,338,131.95,24012.02,13002.74,11009.28,54.15,29.15,429.2,40,1.039,5.0,81.26
237,2022-07-01,2022,7,Housing Support,Basic Needs,Paused,South,GA,177,200,88.5,11731.14,9157.82,2573.32,78.06,51.74,119.9,13,1.476,4.31,65.04
906,2024-03-01,2024,3,Community Outreach,Community,Active,South,TX,228,210,108.57,15487.92,11084.42,4403.5,71.57,48.62,174.4,22,1.307,4.33,70.12
1369,2025-05-01,2025,5,Food Assistance,Basic Needs,Active,South,TX,759,724,104.83,38230.64,32852.6,5378.04,85.93,43.28,769.2,51,0.987,4.18,86.21
1587,2025-11-01,2025,11,Youth Development,Education,Paused,Midwest,IL,416,412,100.97,23110.42,18325.23,4785.19,79.29,44.05,306.5,32,1.357,4.24,90.87
383,2022-12-01,2022,12,Community Outreach,Community,Paused,Northeast,NY,155,135,114.81,9720.02,7197.01,2523.01,74.04,46.43,121.3,14,1.278,4.34,65.77
1450,2025-07-01,2025,7,Food Assistance,Basic Needs,Completed,South,TX,844,888,95.05,42151.86,36534.68,5617.18,86.67,43.29,664.0,42,1.271,4.23,77.04
1218,2024-12-01,2024,12,Food Assistance,Basic Needs,Completed,West,WA,512,608,84.21,31434.12,25795.14,5638.98,82.06,50.38,224.0,34,2.286,3.83,79.5
209,2022-07-01,2022,7,Community Outreach,Community,Active,Midwest,MI,196,176,111.36,12655.29,9232.32,3422.97,72.95,47.1,217.3,20,0.902,4.27,67.07
678,2023-08-01,2023,8,Education Support,Education,Paused,South,FL,258,249,103.61,19014.18,12589.08,6425.1,66.21,48.79,143.5,22,1.798,4.94,79.27
1285,2025-02-01,2025,2,Education Support,Education,Active,South,FL,747,699,106.87,37774.79,31621.06,6153.73,83.71,42.33,670.6,64,1.114,4.58,89.52
1201,2024-12-01,2024,12,Housing Support,Basic Needs,Completed,West,AZ,165,178,92.7,9465.68,7023.89,2441.79,74.2,42.57,226.3,17,0.729,3.09,71.47
59,2022-02-01,2022,2,Healthcare Access,Health,Active,South,TX,311,355,87.61,19163.38,16399.08,2764.3,85.58,52.73,177.3,22,1.754,4.33,56.58
544,2023-04-01,2023,4,Youth Development,Education,Active,Northeast,NY,307,320,95.94,17450.43,10429.5,7020.93,59.77,33.97,162.0,20,1.895,3.63,82.38
528,2023-04-01,2023,4,Youth Development,Education,Active,Northeast,MA,435,478,91.0,25364.67,15209.01,10155.66,59.96,34.96,174.2,15,2.497,4.55,91.43
545,2023-05-01,2023,5,Healthcare Access,Health,Active,West,AZ,260,289,89.97,19496.87,16603.29,2893.58,85.16,63.86,199.9,23,1.301,4.72,80.44
875,2024-02-01,2024,2,Job Training,Economic Empowerment,Completed,West,WA,336,321,104.67,18585.81,13943.32,4642.49,75.02,41.5,270.0,33,1.244,4.41,75.19
1300,2025-03-01,2025,3,Job Training,Economic Empowerment,Active,West,WA,315,365,86.3,20557.23,14267.95,6289.28,69.41,45.3,304.7,23,1.034,4.29,57.04
364,2022-11-01,2022,11,Food Assistance,Basic Needs,Active,West,CA,329,325,101.23,17402.2,11607.14,5795.06,66.7,35.28,303.4,24,1.084,4.25,80.87
1027,2024-07-01,2024,7,Youth Development,Education,Completed,West,AZ,273,312,87.5,14389.22,12146.72,2242.5,84.42,44.49,127.0,18,2.15,4.32,83.92
355,2022-11-01,2022,11,Education Support,Education,Completed,South,TX,433,439,98.63,25197.16,18898.28,6298.88,75.0,43.64,718.9,53,0.602,5.0,78.73
862,2024-02-01,2024,2,Job Training,Economic Empowerment,Active,Midwest,OH,223,268,83.21,14071.43,15941.6,-1870.17,113.29,71.49,138.1,13,1.615,4.09,67.69
1384,2025-05-01,2025,5,Youth Development,Education,Active,South,FL,454,456,99.56,25918.03,21390.73,4527.3,82.53,47.12,547.1,52,0.83,4.23,69.05
1494,2025-08-01,2025,8,Community Outreach,Community,Paused,South,GA,261,297,87.88,16674.96,10587.07,6087.89,63.49,40.56,110.5,17,2.362,4.95,49.58
483,2023-03-01,2023,3,Job Training,Economic Empowerment,Active,Midwest,IL,192,181,106.08,11208.01,8523.25,2684.76,76.05,44.39,105.4,14,1.822,4.4,70.28
995,2024-06-01,2024,6,Community Outreach,Community,Active,West,WA,154,193,79.79,11918.3,11798.41,119.89,98.99,76.61,193.7,13,0.795,4.42,66.96
293,2022-09-01,2022,9,Youth Development,Education,Active,Northeast,MA,291,306,95.1,15893.95,11347.77,4546.18,71.4,39.0,295.5,28,0.985,4.77,77.79
589,2023-06-01,2023,6,Healthcare Access,Health,Active,West,CA,352,444,79.28,21460.31,15700.11,5760.2,73.16,44.6,338.5,36,1.04,4.18,79.74
1261,2025-02-01,2025,2,Healthcare Access,Health,Paused,Northeast,NY,454,495,91.72,32323.37,30276.83,2046.54,93.67,66.69,427.4,43,1.062,4.01,63.95
571,2023-05-01,2023,5,Food Assistance,Basic Needs,Active,West,AZ,482,441,109.3,23071.92,18502.07,4569.85,80.19,38.39,387.5,48,1.244,4.88,68.17
983,2024-05-01,2024,5,Education Support,Education,Active,Northeast,MA,314,195,161.03,19739.35,16471.66,3267.69,83.45,52.46,394.8,40,0.795,3.88,74.86
843,2024-01-01,2024,1,Housing Support,Basic Needs,Active,Midwest,IL,296,441,67.12,18845.44,12762.27,6083.17,67.72,43.12,119.2,14,2.483,3.65,56.06
234,2022-07-01,2022,7,Youth Development,Education,Active,Midwest,MI,277,334,82.93,19003.28,16963.67,2039.61,89.27,61.24,144.0,17,1.924,4.05,80.28
620,2023-07-01,2023,7,Job Training,Economic Empowerment,Active,West,AZ,264,290,91.03,14765.72,9465.86,5299.86,64.11,35.86,255.2,21,1.034,4.38,76.02
1363,2025-05-01,2025,5,Food Assistance,Basic Needs,Paused,Northeast,PA,380,360,105.56,23889.31,17739.27,6150.04,74.26,46.68,196.0,24,1.939,3.81,82.39
197,2022-06-01,2022,6,Youth Development,Education,Active,South,TX,199,233,85.41,11643.62,7621.57,4022.05,65.46,38.3,110.0,18,1.809,4.76,81.71
1115,2024-09-01,2024,9,Youth Development,Education,Active,Midwest,IL,306,314,97.45,16233.84,13366.24,2867.6,82.34,43.68,304.5,37,1.005,3.78,88.61
1575,2025-11-01,2025,11,Housing Support,Basic Needs,Active,South,GA,278,353,78.75,13547.51,9487.85,4059.66,70.03,34.13,261.8,23,1.062,4.7,71.54
1377,2025-05-01,2025,5,Housing Support,Basic Needs,Completed,West,CA,260,281,92.53,17400.15,13347.14,4053.01,76.71,51.34,158.7,21,1.638,4.78,68.61
82,2022-03-01,2022,3,Education Support,Education,Active,Midwest,IL,420,557,75.4,21823.49,19480.88,2342.61,89.27,46.38,222.2,33,1.89,5.0,80.47
1542,2025-10-01,2025,10,Housing Support,Basic Needs,Active,Northeast,NY,214,196,109.18,14283.55,11345.55,2938.0,79.43,53.02,223.5,20,0.957,3.29,57.49
611,2023-06-01,2023,6,Community Outreach,Community,Active,West,AZ,249,230,108.26,13750.47,11379.01,2371.46,82.75,45.7,199.5,24,1.248,4.03,82.88
1263,2025-02-01,2025,2,Youth Development,Education,Active,West,WA,462,457,101.09,24472.4,17661.33,6811.07,72.17,38.23,216.6,52,2.133,3.6,76.61
1420,2025-06-01,2025,6,Healthcare Access,Health,Paused,South,FL,554,643,86.16,28564.49,26343.38,2221.11,92.22,47.55,520.3,47,1.065,4.14,77.34
381,2022-12-01,2022,12,Youth Development,Education,Paused,Northeast,MA,334,321,104.05,17979.39,14427.05,3552.34,80.24,43.19,144.4,33,2.313,5.0,79.31
112,2022-04-01,2022,4,Healthcare Access,Health,Paused,South,GA,409,480,85.21,21638.3,17975.53,3662.77,83.07,43.95,534.2,43,0.766,5.0,80.19
1395,2025-06-01,2025,6,Job Training,Economic Empowerment,Active,Midwest,IL,137,123,111.38,12182.44,10857.96,1324.48,89.13,79.26,90.8,10,1.509,4.7,86.45
942,2024-04-01,2024,4,Housing Support,Basic Needs,Active,Northeast,MA,142,176,80.68,12467.2,10493.22,1973.98,84.17,73.9,100.8,12,1.409,4.11,59.39
1385,2025-05-01,2025,5,Housing Support,Basic Needs,Completed,South,TX,214,204,104.9,14048.9,11232.05,2816.85,79.95,52.49,102.8,15,2.082,3.82,80.5
527,2023-04-01,2023,4,Healthcare Access,Health,Completed,Northeast,PA,258,261,98.85,17865.6,12973.91,4891.69,72.62,50.29,126.1,26,2.046,4.47,79.47
1576,2025-11-01,2025,11,Healthcare Access,Health,Paused,Midwest,MI,427,425,100.47,25983.14,19365.59,6617.55,74.53,45.35,447.8,43,0.954,4.58,81.36
1379,2025-05-01,2025,5,Housing Support,Basic Needs,Active,West,CA,324,351,92.31,17970.51,11470.89,6499.62,63.83,35.4,293.3,29,1.105,4.08,72.59
782,2023-11-01,2023,11,Community Outreach,Community,Paused,Midwest,OH,134,129,103.88,7701.53,5731.61,1969.92,74.42,42.77,194.8,19,0.688,4.21,52.36
311,2022-10-01,2022,10,Job Training,Economic Empowerment,Completed,Northeast,MA,198,267,74.16,10253.72,7211.79,3041.93,70.33,36.42,163.1,14,1.214,4.23,71.64
711,2023-09-01,2023,9,Food Assistance,Basic Needs,Paused,West,AZ,337,303,111.22,20300.64,15931.58,4369.06,78.48,47.27,138.4,24,2.435,5.0,74.02
1530,2025-09-01,2025,9,Education Support,Education,Completed,Northeast,NY,344,353,97.45,19522.96,14150.75,5372.21,72.48,41.14,341.7,45,1.007,4.97,76.86
531,2023-04-01,2023,4,Housing Support,Basic Needs,Paused,Midwest,MI,177,170,104.12,10590.16,9000.25,1589.91,84.99,50.85,84.6,15,2.092,4.43,85.57
669,2023-08-01,2023,8,Education Support,Education,Completed,Northeast,MA,410,414,99.03,19208.85,10754.57,8454.28,55.99,26.23,162.9,17,2.517,4.8,83.0
1446,2025-07-01,2025,7,Housing Support,Basic Needs,Active,West,WA,214,187,114.44,16393.03,15417.54,975.49,94.05,72.04,218.3,23,0.98,4.44,66.02
893,2024-03-01,2024,3,Job Training,Economic Empowerment,Completed,Northeast,PA,210,204,102.94,14189.2,12987.48,1201.72,91.53,61.85,31.5,3,6.667,4.42,58.55
1247,2025-01-01,2025,1,Food Assistance,Basic Needs,Completed,Midwest,MI,525,479,109.6,33184.73,28211.64,4973.09,85.01,53.74,583.5,53,0.9,5.0,73.67
463,2023-02-01,2023,2,Housing Support,Basic Needs,Active,South,FL,223,265,84.15,14212.23,10769.0,3443.23,75.77,48.29,315.2,24,0.707,3.94,61.3
1552,2025-10-01,2025,10,Job Training,Economic Empowerment,Active,Northeast,MA,151,195,77.44,12122.56,8582.59,3539.97,70.8,56.84,143.1,13,1.055,5.0,70.77
1121,2024-09-01,2024,9,Education Support,Education,Active,Northeast,NY,409,445,91.91,23401.79,17718.73,5683.06,75.72,43.32,225.5,40,1.814,4.36,82.37
1502,2025-09-01,2025,9,Community Outreach,Community,Active,West,CA,167,160,104.38,11254.3,9664.68,1589.62,85.88,57.87,139.4,12,1.198,4.39,65.83
535,2023-04-01,2023,4,Housing Support,Basic Needs,Completed,Northeast,NY,157,117,134.19,11968.45,9214.17,2754.28,76.99,58.69,77.9,11,2.015,4.32,70.91
1160,2024-11-01,2024,11,Education Support,Education,Active,Midwest,MI,374,356,105.06,18701.2,11095.98,7605.22,59.33,29.67,293.8,28,1.273,4.31,77.54
602,2023-06-01,2023,6,Youth Development,Education,Active,West,CA,381,443,86.0,21990.98,12943.76,9047.22,58.86,33.97,277.1,37,1.375,4.69,80.02
1272,2025-02-01,2025,2,Healthcare Access,Health,Active,West,WA,309,406,76.11,19751.64,17203.6,2548.04,87.1,55.68,311.7,30,0.991,4.15,73.4
753,2023-11-01,2023,11,Healthcare Access,Health,Completed,Midwest,OH,438,450,97.33,25710.06,22532.11,3177.95,87.64,51.44,409.4,39,1.07,5.0,72.8
693,2023-09-01,2023,9,Youth Development,Education,Active,South,FL,223,193,115.54,12754.35,11163.19,1591.16,87.52,50.06,355.5,26,0.627,5.0,80.42
811,2023-12-01,2023,12,Youth Development,Education,Active,South,GA,271,249,108.84,19679.14,14695.24,4983.9,74.67,54.23,425.1,27,0.637,4.45,70.74
1235,2025-01-01,2025,1,Healthcare Access,Health,Active,Midwest,OH,430,472,91.1,22086.48,17181.25,4905.23,77.79,39.96,323.2,53,1.33,3.95,88.7
1403,2025-06-01,2025,6,Education Support,Education,Paused,South,GA,539,618,87.22,30770.95,22822.52,7948.43,74.17,42.34,308.9,35,1.745,4.49,66.71
328,2022-10-01,2022,10,Youth Development,Education,Paused,West,CA,236,264,89.39,12841.59,11885.95,955.64,92.56,50.36,263.9,23,0.894,4.59,93.28
255,2022-08-01,2022,8,Job Training,Economic Empowerment,Paused,Midwest,OH,212,256,82.81,12495.62,13194.95,-699.33,105.6,62.24,156.3,19,1.356,4.4,57.85
911,2024-03-01,2024,3,Job Training,Economic Empowerment,Active,Northeast,NY,258,347,74.35,13834.88,10737.05,3097.83,77.61,41.62,192.0,28,1.344,4.89,80.38
323,2022-10-01,2022,10,Healthcare Access,Health,Active,Northeast,MA,388,424,91.51,20774.25,19857.32,916.93,95.59,51.18,366.6,35,1.058,4.43,84.79
1193,2024-12-01,2024,12,Youth Development,Education,Active,South,TX,329,282,116.67,16092.02,12066.47,4025.55,74.98,36.68,242.0,30,1.36,4.9,77.45
715,2023-10-01,2023,10,Housing Support,Basic Needs,Active,Northeast,MA,243,270,90.0,15371.04,11334.98,4036.06,73.74,46.65,216.6,23,1.122,4.6,52.76
842,2024-01-01,2024,1,Youth Development,Education,Completed,South,GA,354,461,76.79,16020.67,11080.1,4940.57,69.16,31.3,241.8,31,1.464,4.82,86.08
705,2023-09-01,2023,9,Job Training,Economic Empowerment,Active,Northeast,NY,209,195,107.18,12580.97,10702.67,1878.3,85.07,51.21,181.5,26,1.152,4.26,73.85
615,2023-07-01,2023,7,Community Outreach,Community,Active,West,AZ,202,174,116.09,12730.52,10198.92,2531.6,80.11,50.49,179.8,21,1.123,4.99,80.34
1315,2025-03-01,2025,3,Job Training,Economic Empowerment,Active,Northeast,PA,224,241,92.95,16892.13,14807.87,2084.26,87.66,66.11,164.9,13,1.358,3.71,88.94
472,2023-02-01,2023,2,Housing Support,Basic Needs,Active,West,CA,250,300,83.33,17738.18,12953.18,4785.0,73.02,51.81,129.2,17,1.935,3.56,71.77
536,2023-04-01,2023,4,Food Assistance,Basic Needs,Active,West,AZ,578,707,81.75,40715.35,35719.99,4995.36,87.73,61.8,390.3,39,1.481,4.29,79.49
87,2022-03-01,2022,3,Food Assistance,Basic Needs,Active,Midwest,IL,571,569,100.35,31267.41,28013.5,3253.91,89.59,49.06,386.4,35,1.478,4.76,75.52
1465,2025-08-01,2025,8,Community Outreach,Community,Active,West,CA,237,270,87.78,14744.0,9036.11,5707.89,61.29,38.13,168.6,22,1.406,4.0,83.95
1560,2025-10-01,2025,10,Job Training,Economic Empowerment,Paused,South,TX,246,271,90.77,15086.15,13843.4,1242.75,91.76,56.27,161.2,19,1.526,4.65,57.77
366,2022-11-01,2022,11,Youth Development,Education,Active,Northeast,PA,266,272,97.79,13398.69,10364.97,3033.72,77.36,38.97,233.0,23,1.142,4.5,83.72
945,2024-04-01,2024,4,Youth Development,Education,Active,West,CA,233,275,84.73,14812.2,11944.99,2867.21,80.64,51.27,246.0,26,0.947,4.16,80.29
266,2022-08-01,2022,8,Education Support,Education,Active,Northeast,MA,527,552,95.47,27118.23,20439.3,6678.93,75.37,38.78,478.2,44,1.102,3.99,88.91
288,2022-09-01,2022,9,Community Outreach,Community,Active,West,CA,190,218,87.16,10452.03,6581.56,3870.47,62.97,34.64,140.1,20,1.356,4.21,72.0
1631,2025-12-01,2025,12,Youth Development,Education,Active,Midwest,OH,289,379,76.25,16847.0,11497.91,5349.09,68.25,39.79,216.6,16,1.334,5.0,85.46
359,2022-11-01,2022,11,Food Assistance,Basic Needs,Active,West,WA,429,396,108.33,25700.77,17767.76,7933.01,69.13,41.42,515.5,41,0.832,4.21,81.67
55,2022-02-01,2022,2,Education Support,Education,Active,West,WA,413,527,78.37,21401.93,16852.08,4549.85,78.74,40.8,290.4,48,1.422,3.75,79.56
1133,2024-10-01,2024,10,Healthcare Access,Health,Active,Midwest,OH,303,251,120.72,18441.66,16508.36,1933.3,89.52,54.48,239.8,25,1.264,4.63,68.7
1234,2025-01-01,2025,1,Healthcare Access,Health,Paused,Northeast,MA,397,436,91.06,23923.64,18939.17,4984.47,79.17,47.71,314.0,36,1.264,4.48,65.18
1317,2025-03-01,2025,3,Food Assistance,Basic Needs,Active,Northeast,NY,720,922,78.09,41367.49,30088.71,11278.78,72.74,41.79,611.6,53,1.177,3.76,68.29
1217,2024-12-01,2024,12,Community Outreach,Community,Completed,Midwest,IL,187,161,116.15,11484.97,10286.61,1198.36,89.57,55.01,134.1,21,1.394,4.44,68.85
786,2023-12-01,2023,12,Community Outreach,Community,Active,South,TX,189,225,84.0,11902.2,10496.46,1405.74,88.19,55.54,103.5,13,1.826,3.91,75.59
507,2023-03-01,2023,3,Community Outreach,Community,Active,Midwest,OH,205,193,106.22,12589.42,10047.93,2541.49,79.81,49.01,189.8,19,1.08,3.92,71.65
882,2024-02-01,2024,2,Housing Support,Basic Needs,Active,West,AZ,171,204,83.82,13121.55,10758.35,2363.2,81.99,62.91,185.6,18,0.921,4.42,54.19
222,2022-07-01,2022,7,Job Training,Economic Empowerment,Active,South,TX,209,221,94.57,12235.46,11617.63,617.83,94.95,55.59,149.8,15,1.395,4.07,61.44
114,2022-04-01,2022,4,Community Outreach,Community,Active,Midwest,MI,190,161,118.01,12138.98,10374.28,1764.7,85.46,54.6,268.3,18,0.708,4.24,71.75
1604,2025-12-01,2025,12,Food Assistance,Basic Needs,Active,West,CA,517,556,92.99,28179.12,17843.25,10335.87,63.32,34.51,324.0,48,1.596,4.91,72.63
723,2023-10-01,2023,10,Job Training,Economic Empowerment,Active,West,WA,206,217,94.93,13440.93,11422.07,2018.86,84.98,55.45,93.5,12,2.203,4.44,88.79
175,2022-06-01,2022,6,Youth Development,Education,Completed,South,FL,409,407,100.49,22071.04,17623.02,4448.02,79.85,43.09,162.6,23,2.515,5.0,76.74
1467,2025-08-01,2025,8,Education Support,Education,Active,South,FL,403,361,111.63,21334.38,21858.72,-524.34,102.46,54.24,369.8,41,1.09,4.17,79.09
1259,2025-02-01,2025,2,Job Training,Economic Empowerment,Active,West,CA,204,206,99.03,13880.51,10544.8,3335.71,75.97,51.69,155.1,18,1.315,4.21,63.07
1284,2025-02-01,2025,2,Community Outreach,Community,Active,West,AZ,270,266,101.5,16552.07,12704.18,3847.89,76.75,47.05,236.8,22,1.14,4.21,66.88
19,2022-01-01,2022,1,Community Outreach,Community,Active,West,AZ,202,175,115.43,11870.47,7691.52,4178.95,64.8,38.08,194.6,19,1.038,4.49,72.77
424,2023-01-01,2023,1,Community Outreach,Community,Completed,South,TX,213,198,107.58,14685.15,11569.17,3115.98,78.78,54.32,216.6,22,0.983,3.67,63.58
1134,2024-10-01,2024,10,Healthcare Access,Health,Active,Northeast,NY,329,301,109.3,20638.37,17281.43,3356.94,83.73,52.53,429.9,38,0.765,4.87,70.83
286,2022-09-01,2022,9,Youth Development,Education,Completed,West,WA,168,206,81.55,10050.79,6853.47,3197.32,68.19,40.79,127.9,12,1.314,4.9,79.99
1305,2025-03-01,2025,3,Food Assistance,Basic Needs,Paused,Midwest,OH,626,681,91.92,36324.97,28985.2,7339.77,79.79,46.3,276.1,32,2.267,5.0,72.73
429,2023-01-01,2023,1,Healthcare Access,Health,Active,West,WA,261,284,91.9,13886.65,12754.24,1132.41,91.85,48.87,294.1,24,0.887,4.66,85.77
1609,2025-12-01,2025,12,Healthcare Access,Health,Paused,West,CA,372,409,90.95,21554.55,17145.88,4408.67,79.55,46.09,233.6,35,1.592,4.44,75.91
758,2023-11-01,2023,11,Education Support,Education,Active,Midwest,OH,430,622,69.13,21523.04,18075.26,3447.78,83.98,42.04,407.0,36,1.057,4.36,99.0
1306,2025-03-01,2025,3,Education Support,Education,Completed,Northeast,PA,442,458,96.51,26617.11,19209.24,7407.87,72.17,43.46,409.7,41,1.079,4.87,71.59
32,2022-01-01,2022,1,Healthcare Access,Health,Paused,West,CA,435,374,116.31,24906.08,21712.77,3193.31,87.18,49.91,664.5,55,0.655,3.77,71.13
1611,2025-12-01,2025,12,Community Outreach,Community,Active,West,CA,164,147,111.56,14131.54,11263.42,2868.12,79.7,68.68,125.2,14,1.31,4.55,70.09
211,2022-07-01,2022,7,Healthcare Access,Health,Active,South,GA,305,279,109.32,18342.68,14902.25,3440.43,81.24,48.86,224.4,18,1.359,4.24,76.61
440,2023-01-01,2023,1,Housing Support,Basic Needs,Active,South,TX,239,267,89.51,20026.73,16572.98,3453.75,82.75,69.34,169.0,16,1.414,4.93,50.27
1336,2025-04-01,2025,4,Healthcare Access,Health,Paused,Northeast,NY,348,356,97.75,20618.76,17689.11,2929.65,85.79,50.83,132.7,18,2.622,3.71,72.92
846,2024-01-01,2024,1,Healthcare Access,Health,Active,Midwest,MI,409,448,91.29,25158.96,23818.63,1340.33,94.67,58.24,168.5,16,2.427,5.0,77.26
215,2022-07-01,2022,7,Healthcare Access,Health,Active,South,TX,191,185,103.24,10412.52,8027.5,2385.02,77.09,42.03,169.6,17,1.126,4.77,71.52
